state_abbr,city_norm,median_sqft,p25_sqft,p75_sqft,kaggle_n,median_ppsqft,sqft_range
AZ,aguila,1500.0,1081.0,1712.0,9,332.6666666666667,631.0
AZ,ajo,1075.5,730.25,1420.75,2,232.19617302290007,690.5
AZ,alpine,1674.0,1276.0,2440.0,13,285.0,1164.0
AZ,amado,2476.0,1690.25,4752.0,6,155.7275132275132,3061.75
AZ,anthem,2146.5,1783.75,2751.0,64,290.99113034214867,967.25
AZ,apache junction,1344.0,830.0,1680.25,216,238.93065998329155,850.25
AZ,arivaca,2636.0,2444.0,2881.0,5,265.1745068285281,437.0
AZ,arizona city,1400.0,1207.75,1603.0,164,197.78085924195983,395.25
AZ,arlington,1560.0,1560.0,1560.0,1,253.2051282051282,0.0
AZ,ash fork,1456.0,873.0,2136.0,35,207.40740740740742,1263.0
AZ,avondale,1914.0,1553.0,2340.0,141,240.64171122994654,787.0
AZ,bellemont,1617.0,1382.25,1900.5,6,286.39231668058176,518.25
AZ,benson,1802.0,1223.0,2270.0,45,130.00817661488145,1047.0
AZ,bisbee,1800.0,1450.5,2096.0,27,110.07268951194185,645.5
AZ,black canyon city,1441.0,1201.0,1585.0,13,217.80774550484094,384.0
AZ,blue,4000.0,4000.0,4000.0,1,875.0,0.0
AZ,bouse,944.0,775.0,1216.0,17,139.16666666666666,441.0
AZ,brenda,1624.0,1624.0,1624.0,1,92.36453201970443,0.0
AZ,buckeye,2000.0,1635.0,2422.25,570,244.09844147274032,787.25
AZ,bullhead city,1456.0,1190.0,1811.0,471,207.9790096878364,621.0
AZ,camp verde,1600.0,1173.0,1992.0,54,219.9341021416804,819.0
AZ,carefree,2527.5,1895.0,3935.0,42,419.12798109989654,2040.0
AZ,casa grande,1774.0,1400.0,2193.0,481,205.22233712512926,793.0
AZ,cave creek,2779.0,1975.0,3960.0,133,363.3652430044183,1985.0
AZ,chandler,1981.5,1469.25,2678.5,600,303.0732350831654,1209.25
AZ,chino valley,1583.0,1320.0,2066.0,125,239.86293546544832,746.0
AZ,chloride,3346.0,2217.0,4475.0,2,115.19145332115716,2258.0
AZ,clarkdale,1822.0,1557.25,2440.0,18,262.92235085163964,882.75
AZ,claypool,1531.5,1456.25,1606.75,2,122.64178966972355,150.5
AZ,clifton,2000.0,1652.0,2596.0,3,92.02453987730061,944.0
AZ,cochise,1760.0,1163.0,2128.0,13,173.47826086956522,965.0
AZ,colorado city,1787.0,1787.0,1787.0,1,265.80861779518744,0.0
AZ,concho,1687.5,534.0,2201.0,14,149.14166666666668,1667.0
AZ,congress,1409.0,1100.0,2016.0,21,227.1885521885522,916.0
AZ,coolidge,1601.0,1280.0,1963.75,220,192.48873148744366,683.75
AZ,cordes lakes,1519.0,1221.5,1816.5,2,236.24931911355753,595.0
AZ,cornville,1687.0,1526.0,2193.0,30,290.4768622476729,667.0
AZ,corona de tucson,2316.5,1963.0,2587.0,4,199.8228830961638,624.0
AZ,cottonwood,1508.0,1274.25,1849.25,72,254.84156541913427,575.0
AZ,crown king,1161.5,857.75,1596.0,8,271.9183527806764,738.25
AZ,desert hills,3246.0,3246.0,3246.0,1,354.28219346888477,0.0
AZ,dewey,2184.5,1626.25,3913.5,6,200.95010899108848,2287.25
AZ,dewey humboldt,1759.0,1421.25,2214.75,90,247.8744289076561,793.5
AZ,dolan springs,1028.0,720.0,1407.0,40,119.43879551820729,687.0
AZ,double adobe,3015.0,3015.0,3015.0,1,132.33830845771143,0.0
AZ,douglas,1346.0,1120.0,2283.0,35,114.387031408308,1163.0
AZ,dragoon,1287.0,1098.5,1475.5,2,115.54429945054945,377.0
AZ,dudleyville,1403.0,1071.5,1784.25,4,89.55175395993626,712.75
AZ,duncan,1152.0,728.0,1904.0,5,107.66806722689076,1176.0
AZ,eagar,2363.5,2218.0,5120.0,16,195.99820143884892,2902.0
AZ,ehrenberg,936.0,904.0,968.0,2,134.78669724770643,64.0
AZ,el mirage,1615.0,1238.0,1969.5,59,251.01495726495727,731.5
AZ,elfrida,1466.5,1166.5,2455.25,10,112.95044786403307,1288.75
AZ,elgin,2613.0,1455.5,3686.5,8,291.21264092746225,2231.0
AZ,eloy,1421.0,1200.0,1713.0,92,189.99166666666667,513.0
AZ,flagstaff,1644.0,1161.0,2510.5,256,383.95728101540317,1349.5
AZ,florence,1802.5,1425.5,2153.25,230,210.34880289816965,727.75
AZ,forest lakes,1539.0,1073.25,1946.0,8,409.74256310733864,872.75
AZ,fort mcdowell,3695.0,3695.0,3695.0,1,405.6833558863329,0.0
AZ,fort mohave,1615.0,1360.5,1916.5,158,205.23657958553792,556.0
AZ,fort thomas,1445.5,1142.0,1727.25,4,206.10496244792583,585.25
AZ,fountain hills,2240.0,1600.0,3002.0,167,341.39150943396226,1402.0
AZ,fredonia,1699.0,1551.5,2001.5,3,181.6239316239316,450.0
AZ,gilbert,2148.0,1698.0,3006.0,565,294.72646623952687,1308.0
AZ,glendale,1744.0,1439.0,2208.0,569,260.72852760736197,769.0
AZ,globe,1384.5,1162.75,1681.0,52,162.8912141779789,518.25
AZ,gold canyon,2335.0,1853.0,3083.0,125,300.60137457044675,1230.0
AZ,golden valley,1410.0,1058.0,1789.0,77,153.20665083135393,731.0
AZ,goodyear,2168.0,1841.5,2619.25,452,248.74520119666178,777.75
AZ,green valley,1639.0,1344.25,1973.25,290,211.43854949739335,629.0
AZ,greenehaven,1815.0,1400.0,2147.5,4,217.3529411764706,747.5
AZ,greer,2844.5,2067.0,5646.75,10,314.4654088050315,3579.75
AZ,hackberry,712.0,712.0,712.0,1,231.74157303370785,0.0
AZ,happy jack,2016.5,1697.75,2404.0,14,322.9663683580303,706.25
AZ,hayden,1059.0,1045.5,1072.5,2,23.259829114737247,27.0
AZ,heber,2100.0,1384.0,2634.0,13,265.0883627875959,1250.0
AZ,hereford,2128.0,1474.0,2571.0,49,147.68856447688563,1097.0
AZ,holbrook,1866.5,1546.5,3056.75,16,123.386168589086,1510.25
AZ,huachuca city,1446.0,1165.25,1719.0,20,135.94280560271648,553.75
AZ,humboldt,1550.0,1550.0,1550.0,1,218.70967741935485,0.0
AZ,jerome,1736.0,1736.0,1736.0,1,550.1152073732719,0.0
AZ,joseph city,2149.0,1667.0,2524.5,6,87.23076923076923,857.5
AZ,kearny,1344.0,1251.0,1582.5,10,112.37373737373738,331.5
AZ,kingman,1472.0,1182.5,1832.5,354,193.88628271825343,650.0
AZ,kirkland,2000.0,865.0,2400.0,9,322.5433526011561,1535.0
AZ,lake havasu,2066.0,1314.0,2521.5,7,304.44659255679073,1207.5
AZ,lake havasu city,1720.0,1347.5,2089.5,559,334.41793203181487,742.0
AZ,lakeside,1800.0,1489.5,2890.5,43,236.4438839848676,1401.0
AZ,laveen,2027.0,1710.75,2516.5,174,242.6529803039376,805.75
AZ,litchfield park,2394.0,1899.0,3051.0,141,259.90192380233873,1152.0
AZ,littlefield,1560.0,1328.5,1960.5,19,217.10526315789474,632.0
AZ,mammoth,1264.0,1152.0,1376.0,2,93.36228287841192,224.0
AZ,marana,2117.0,1823.0,2577.0,430,203.24391956827088,754.0
AZ,maricopa,1968.5,1681.75,2312.0,658,210.41061448407558,630.25
AZ,mayer,1368.0,1061.0,1616.0,55,206.52173913043478,555.0
AZ,mcneal,1922.0,1549.0,2018.0,3,130.08514664143803,469.0
AZ,meadview,1247.5,1083.75,1519.5,32,138.4294889351446,435.75
AZ,mesa,1569.0,1182.0,2126.0,1517,267.94520547945206,944.0
AZ,miami,1125.0,924.5,1763.5,19,127.55038265306122,839.0
AZ,mohave valley,1605.0,1354.0,1801.0,109,190.69102990033224,447.0
AZ,mormon lake,1312.0,1312.0,1312.0,1,381.0975609756098,0.0
AZ,morristown,1209.0,1000.0,1209.0,36,233.74,209.0
AZ,mount lemmon,1726.0,1454.0,2354.0,4,354.38753460733335,900.0
AZ,munds park,1600.0,1210.5,2265.0,31,384.61538461538464,1054.5
AZ,naco,2820.0,2820.0,2820.0,1,92.16312056737588,0.0
AZ,new river,2122.5,1864.75,2758.5,34,310.7880892322671,893.75
AZ,nogales,2198.0,1350.0,3032.0,45,140.39566049776644,1682.0
AZ,nutrioso,3653.0,2888.0,4418.0,2,194.7337890122142,1530.0
AZ,oatman,3600.0,3600.0,3600.0,1,208.33333333333334,0.0
AZ,oracle,1921.5,1569.5,2158.5,34,292.8796097045864,589.0
AZ,oro valley,2588.0,1917.5,3130.5,171,258.8628762541806,1213.0
AZ,overgaard,1486.5,946.5,2312.5,56,275.5605681615151,1366.0
AZ,page,1702.5,1440.0,2063.75,50,199.21969137606587,623.75
AZ,paradise valley,6479.0,3986.0,8251.5,163,829.1219204042957,4265.5
AZ,parker,1281.0,917.0,1820.0,47,209.9439775910364,903.0
AZ,parks,3300.0,2322.0,3708.0,3,271.57738095238096,1386.0
AZ,patagonia,2864.0,1632.0,2939.0,5,277.58379888268155,1307.0
AZ,paulden,1588.0,1462.5,2062.0,31,223.95833333333334,599.5
AZ,payson,1721.0,1336.5,2445.5,191,299.6981457524795,1109.0
AZ,pearce,1546.0,1380.5,1874.5,23,145.2455590386625,494.0
AZ,peeples valley,1173.0,1001.0,1384.0,8,228.81394976162815,383.0
AZ,peoria,2027.0,1535.0,2540.0,549,271.6299862448418,1005.0
AZ,phoenix,1680.0,1292.0,2240.0,2948,294.56709417996,948.0
AZ,picacho,1728.0,1728.0,1728.0,1,201.96759259259258,0.0
AZ,pima,1344.0,980.0,2346.0,13,156.14583333333334,1366.0
AZ,pine,1306.0,1071.75,1737.25,36,348.559141995614,665.5
AZ,pinedale,2713.0,1721.75,3576.5,10,250.56190476190477,1854.75
AZ,pinetop,1798.0,1427.5,3094.0,60,280.24052887006405,1666.5
AZ,pinetop lakeside,1367.0,1367.0,1367.0,1,306.4286759326993,0.0
AZ,pirtleville,1120.0,1120.0,1120.0,1,116.07142857142857,0.0
AZ,portal,1665.0,1124.0,2211.5,4,241.67455808080808,1087.5
AZ,prescott,2156.0,1561.0,2703.0,429,328.719723183391,1142.0
AZ,prescott valley,1784.0,1428.0,2349.0,265,287.64639639639637,921.0
AZ,quartzsite,1334.0,1040.5,1618.0,12,126.15384615384616,577.5
AZ,queen creek,2562.5,2141.5,3044.5,414,273.04535366941536,903.0
AZ,queen valley,1441.0,1235.0,2653.5,7,214.59227467811158,1418.5
AZ,red rock,1780.0,1713.0,2300.0,17,161.5990990990991,587.0
AZ,rimrock,1725.0,1590.5,2109.0,35,243.29324699352452,518.5
AZ,rio rico,1786.0,1585.0,2274.0,77,164.9528706083976,689.0
AZ,rio verde,2311.0,1826.0,2847.5,51,322.9665071770335,1021.5
AZ,roll,1800.0,1800.0,1800.0,1,160.55555555555554,0.0
AZ,roosevelt,1200.0,875.0,1437.0,3,309.09090909090907,562.0
AZ,saddlebrooke,2274.5,1928.0,2686.75,38,246.7602052746889,758.75
AZ,safford,1678.0,1378.0,2110.75,40,154.21404262134794,732.75
AZ,sahuarita,2162.0,1791.0,2485.25,200,182.97663570691435,694.25
AZ,saint david,2557.5,1808.75,4263.0,24,193.19227230910764,2454.25
AZ,saint johns,1960.0,1370.5,2393.5,11,158.10276679841897,1023.0
AZ,salome,1119.0,896.0,1217.0,17,161.11111111111111,321.0
AZ,san luis,1279.0,1178.75,1447.0,24,197.60515691545874,268.25
AZ,san manuel,1107.0,1080.0,1430.0,11,103.8843721770551,350.0
AZ,san simon,1920.0,1166.0,2500.0,6,266.6025641025641,1334.0
AZ,san tan valley,2007.0,1631.0,2470.25,348,243.02610060481263,839.25
AZ,scottsdale,2331.0,1704.0,3563.5,1655,429.86425339366514,1859.5
AZ,sedona,1910.0,1456.0,2779.0,105,465.34653465346537,1323.0
AZ,seligman,1249.0,1026.0,1650.0,33,189.28771733034213,624.0
AZ,show low,1824.0,1215.0,2832.25,136,272.3805421335338,1617.25
AZ,sierra vista,1682.0,1392.75,2089.0,212,153.01860673363345,696.25
AZ,skull valley,12607.0,12607.0,12607.0,2,285.5556436900135,0.0
AZ,snowflake,1876.0,1492.0,2578.5,36,213.16333417700162,1086.5
AZ,solomon,1436.0,1436.0,1436.0,1,153.13370473537606,0.0
AZ,somerton,1413.0,1221.0,1891.75,22,190.03952483873002,670.75
AZ,sonoita,2453.0,2304.75,2674.0,6,262.00048780110103,369.25
AZ,springerville,2055.0,1423.0,2551.0,17,153.76984126984127,1128.0
AZ,stanfield,1767.0,1443.5,2633.5,3,266.9642857142857,1190.0
AZ,star valley,1352.0,645.75,2110.0,12,197.77770997589772,1464.25
AZ,strawberry,1416.0,1079.0,1997.0,14,299.26822761564426,918.0
AZ,sun city,1467.0,1231.5,1740.0,370,217.40774066159287,508.5
AZ,sun city west,1794.0,1419.0,2146.5,219,246.10256410256412,727.5
AZ,sun lakes,1777.5,1563.75,2026.5,116,275.0981063198722,462.75
AZ,sun valley,1558.0,1558.0,1558.0,1,14.120667522464698,0.0
AZ,superior,1351.5,1027.0,1635.25,16,197.80829077210467,608.25
AZ,surprise,1909.0,1536.5,2391.0,659,255.92193808882908,854.5
AZ,tacna,1440.0,1440.0,1440.0,1,59.02777777777778,0.0
AZ,taylor,1829.0,1616.0,2883.0,15,223.10756972111554,1267.0
AZ,tempe,1527.0,1176.5,1903.5,294,311.00925498472157,727.0
AZ,thatcher,2058.5,1252.5,2430.5,8,165.48148057619608,1178.0
AZ,tolleson,2135.0,1887.0,2415.0,73,211.69321802457898,528.0
AZ,toltec,1320.0,1320.0,1320.0,1,238.63636363636363,0.0
AZ,tombstone,1951.0,1469.0,2635.0,14,165.4398148148148,1166.0
AZ,tonopah,1655.5,1401.25,2065.25,42,194.249574829932,664.0
AZ,tonto basin,1560.0,1166.5,1891.5,18,192.7460066305003,725.0
AZ,topock golden shores,1274.5,1121.25,1469.0,16,154.4687164699571,347.75
AZ,tubac,2073.0,1800.0,2879.5,48,282.0059050696561,1079.5
AZ,tucson,1680.0,1304.0,2187.0,2565,214.9820788530466,883.0
AZ,tumacacori,1373.5,1332.25,1414.75,2,235.7229573292703,82.5
AZ,vail,2160.0,1860.0,2601.0,237,202.24537037037038,741.0
AZ,vernon,2156.0,1537.5,3027.0,23,299.96666666666664,1489.5
AZ,waddell,2988.0,2193.5,3792.0,47,222.61809523809524,1598.5
AZ,wagoner,960.0,960.0,960.0,1,169.27083333333334,0.0
AZ,wellton,1496.0,1375.0,1606.0,47,176.68119551681195,231.0
AZ,wenden,938.0,917.0,959.0,2,108.8966836734694,42.0
AZ,whetstone,800.0,800.0,800.0,1,174.875,0.0
AZ,white hills,2639.0,2071.0,2976.5,3,132.4018629407851,905.5
AZ,why,2316.0,2316.0,2316.0,1,23.74784110535406,0.0
AZ,wickenburg,1875.5,1542.75,2471.25,100,320.07233626315667,928.5
AZ,wilhoit,1380.0,1290.0,1470.0,2,143.1730769230769,180.0
AZ,willcox,1431.5,1203.0,1756.0,40,123.15176596439062,553.0
AZ,williams,1719.0,1240.0,2298.5,52,318.5194805194805,1058.5
AZ,winkelman,1956.5,1873.25,2039.75,2,665.2281345308236,166.5
AZ,winslow,1531.0,1225.0,2187.0,31,129.20489296636086,962.0
AZ,wittmann,2100.5,1602.25,2466.25,52,253.70807443787356,864.0
AZ,yarnell,993.0,866.0,1440.0,13,225.46419098143235,574.0
AZ,young,1760.0,1200.0,3258.0,5,255.6818181818182,2058.0
AZ,youngtown,1200.0,974.5,2079.25,14,228.39444328788036,1104.75
AZ,yucca,1408.0,1065.0,1995.75,14,201.5810276679842,930.75
AZ,yuma,1456.0,1120.0,1906.0,449,188.47058823529412,786.0
CA,acampo,1686.0,1344.0,3050.0,25,386.1607142857143,1706.0
CA,acton,2379.0,1932.0,2829.0,73,377.04918032786884,897.0
CA,adelanto,1541.0,1305.0,1936.25,58,214.45421053797014,631.25
CA,adin,1920.0,1775.0,2177.0,7,308.4600760456274,402.0
CA,agoura,1248.0,1248.0,1248.0,1,399.8397435897436,0.0
CA,agoura hills,2830.0,1790.5,3751.0,51,564.8490115142298,1960.5
CA,agua dulce,2401.0,1829.0,3200.0,29,438.07719630594363,1371.0
CA,aguanga,1755.0,1415.5,2294.25,26,297.21050613496936,878.75
CA,ahwahnee,2726.5,2283.25,3404.25,10,260.02569587386154,1121.0
CA,alameda,1472.0,1164.0,2002.0,105,683.8235294117648,838.0
CA,alamo,3544.0,2686.25,4401.25,38,820.3977265563491,1715.0
CA,albany,1556.0,1121.25,1648.0,22,630.2522303898897,526.75
CA,albion,2700.0,2219.5,2842.0,4,537.9458816116498,622.5
CA,alderpoint,1100.0,950.0,1200.0,13,199.0,250.0
CA,alhambra,1536.0,1197.0,2057.0,81,582.8779599271403,860.0
CA,aliso viejo,1392.0,1137.0,1912.5,75,618.5153583617747,775.5
CA,alpine,2304.5,1774.5,2990.0,52,433.04482911673324,1215.5
CA,alpine meadows,3074.0,2268.0,3517.5,3,583.9297332465843,1249.5
CA,alta,1728.0,1332.0,2212.0,8,292.70833333333337,880.0
CA,alta loma,2059.0,1590.0,2871.0,33,414.6341463414634,1281.0
CA,altadena,1764.0,1307.5,2450.0,71,682.6339622641509,1142.5
CA,alturas,1470.0,1144.0,1839.0,30,144.25229350797878,695.0
CA,alviso,1260.0,1257.0,1645.5,3,978.8281634662728,388.5
CA,amador city,1354.5,977.25,1731.75,2,2034.850640113798,754.5
CA,amboy,1830.0,1830.0,1830.0,1,81.91256830601093,0.0
CA,american canyon,1541.0,1359.0,2833.0,23,368.3668212261721,1474.0
CA,anaheim,1553.5,1285.0,2002.0,352,522.7258068578232,717.0
CA,anchor bay,1600.0,1600.0,1600.0,1,4500.0,0.0
CA,anderson,1700.0,1371.0,2214.0,46,244.59336959336957,843.0
CA,angels camp,2106.0,1577.0,3090.0,24,304.6092673698929,1513.0
CA,angelus oaks,774.0,666.0,924.5,8,246.99511114712476,258.5
CA,angwin,3544.0,2376.0,4141.0,13,559.5813204508856,1765.0
CA,antelope,1571.5,1408.0,1907.0,92,329.7714733843304,499.0
CA,antelope acres,1980.0,1944.0,2016.0,2,270.8356320570819,72.0
CA,antioch,1902.0,1394.25,2499.5,266,347.3670246510785,1105.25
CA,anza,1440.0,1216.0,2292.0,43,246.8574635241302,1076.0
CA,apple valley,2002.0,1480.0,2578.0,421,229.7650130548303,1098.0
CA,applegate,1662.0,1248.0,2805.0,13,276.0416666666667,1557.0
CA,aptos,1852.0,1470.0,2560.0,53,866.0,1090.0
CA,arboga,1200.0,1100.0,2802.5,7,294.11764705882354,1702.5
CA,arbuckle,1429.0,1290.5,1678.5,3,264.3229166666667,388.0
CA,arcadia,2619.5,1744.5,5605.5,166,651.6479184985294,3861.0
CA,arcata,1248.0,1133.0,2444.5,7,290.7857997606701,1311.5
CA,arleta,1301.0,1196.0,1636.0,31,480.04314994606256,440.0
CA,armona,1402.0,1222.0,1899.25,6,178.48301963993453,677.25
CA,arnold,1637.5,1339.5,1976.75,48,310.01423671778946,637.25
CA,aromas,2700.0,1926.0,2996.0,3,555.1851851851852,1070.0
CA,arrowbear lake,970.0,756.75,1237.5,10,393.93028846153845,480.75
CA,arroyo grande,1864.0,1433.0,3201.75,72,481.8533803508228,1768.75
CA,artesia,1213.0,876.5,1768.5,32,564.999484566795,892.0
CA,artois,2664.0,2664.0,2664.0,1,209.83483483483482,0.0
CA,arvin,1331.0,1177.0,1990.5,12,190.4456782713085,813.5
CA,atascadero,1715.0,1132.0,2355.0,77,415.90909090909093,1223.0
CA,atherton,6480.5,5112.5,8374.0,20,1884.3110186309036,3261.5
CA,atwater,1705.0,1266.0,2118.0,95,251.0722347629797,852.0
CA,auberry,1832.5,1346.5,2224.25,16,236.32280049566296,877.75
CA,auburn,2049.0,1410.25,2743.0,158,353.3264053968484,1332.75
CA,avalon,1777.0,1225.25,2290.5,12,858.0121544177845,1065.25
CA,avenal,1441.0,1122.0,1686.0,32,183.570581257414,564.0
CA,avery,660.0,570.0,690.0,3,75.68181818181819,120.0
CA,avila beach,1727.0,1394.5,2474.0,15,942.2246220302376,1079.5
CA,azusa,1277.0,1007.0,1627.0,68,463.409192324855,620.0
CA,badger,1741.0,1610.0,1872.0,2,1264.964790812429,262.0
CA,baker,2500.0,2500.0,2500.0,1,39.6,0.0
CA,bakersfield,1679.0,1231.0,2457.0,635,214.12037037037038,1226.0
CA,baldwin hills,1803.0,1411.5,3191.0,3,626.4705882352941,1779.5
CA,baldwin park,1249.0,946.5,1889.5,63,464.5706241201314,943.0
CA,ballico,1326.0,1326.0,1326.0,1,512.8205128205128,0.0
CA,balzola,6889.0,6889.0,6889.0,1,435.47684714762664,0.0
CA,bangor,1224.0,1100.0,1691.0,15,241.59722222222223,591.0
CA,banning,1440.0,1200.0,1857.0,113,264.2857142857143,657.0
CA,barstow,1342.5,1062.0,1758.5,152,182.93662948091497,696.5
CA,bass lake,2217.0,1848.0,3256.0,19,495.12987012987014,1408.0
CA,bay point,1426.0,1031.0,1695.0,41,379.5157068062827,664.0
CA,bayside south,1920.0,1822.5,2213.5,3,290.7857997606701,391.0
CA,bear valley,750.0,600.0,1225.0,3,340.0,625.0
CA,beaumont,2009.5,1647.0,2635.25,192,258.84804928131416,988.25
CA,beckwourth,1540.5,1365.0,2176.5,6,260.3302818828681,811.5
CA,bell,2283.0,1525.25,3093.0,8,413.0850608366594,1567.75
CA,bell canyon,4843.0,4034.0,5404.5,8,609.9415780573884,1370.5
CA,bell gardens,1870.5,1247.25,3118.5,20,451.6490141530938,1871.25
CA,bella vista,3070.0,2024.0,3161.0,5,252.442996742671,1137.0
CA,bellflower,1673.5,1250.25,2163.0,68,463.6503865538607,912.75
CA,belmont,2360.0,1485.0,2675.0,39,1050.0446827524574,1190.0
CA,belvedere,2337.0,1709.5,3946.5,4,2042.8530638171385,2237.0
CA,belvedere tiburon,3412.0,2827.5,3996.5,2,1312.371127599382,1169.0
CA,ben lomond,1254.5,1121.0,1400.25,4,681.6271963330787,279.25
CA,benbow,2588.0,2494.0,2682.0,2,237.37692122958694,188.0
CA,benicia,1908.5,1351.0,2886.75,38,452.0676602975092,1535.75
CA,benton,1760.5,1552.25,1968.75,2,164.31107410809983,416.5
CA,berkeley,1835.5,1265.75,2552.25,154,771.2575560567068,1286.5
CA,bermuda dunes,2084.0,1170.0,2544.0,33,305.0004206983593,1374.0
CA,berry creek,1440.0,925.0,2204.0,3,301.54986522911054,1279.0
CA,berry summit,1650.0,1650.0,1650.0,1,300.0,0.0
CA,bethel island,1400.5,962.5,1542.0,12,392.76670430270724,579.5
CA,beverly hills,4221.0,2436.5,6534.0,195,1218.6738176499268,4097.5
CA,beverly hills post office,8802.0,7161.5,10651.0,3,2128.237638109038,3489.5
CA,bieber,1680.0,1680.0,1680.0,1,2380.3571428571427,0.0
CA,big bar,1200.0,910.0,1950.0,5,164.83516483516485,1040.0
CA,big bear,1870.0,1328.0,2222.0,41,416.59716430358634,894.0
CA,big bear city,1395.0,968.0,1809.0,112,395.0751016484984,841.0
CA,big bear lake,1462.0,1045.0,2228.0,173,470.9119496855346,1183.0
CA,big oak flat,1380.0,1260.0,1500.0,2,223.8190383365822,240.0
CA,big pine,1193.0,981.5,1421.5,4,164.2684790885769,440.0
CA,big river,1440.0,1296.0,1731.0,15,179.16666666666666,435.0
CA,big sur,2883.0,2441.5,4589.0,3,1907.7349982656954,2147.5
CA,big sur coast,2000.0,2000.0,2000.0,1,2875.0,0.0
CA,biggs,1485.0,1381.5,1752.5,7,276.2148337595908,371.0
CA,biola,1075.0,1050.5,1099.5,2,193.00673589866324,49.0
CA,birds landing,1703.0,1371.5,2034.5,2,333.5006339814032,663.0
CA,bishop,1740.0,1440.0,2158.0,34,294.9331303685984,718.0
CA,blairsden,1714.0,1632.0,1960.0,5,225.69444444444446,328.0
CA,blocksburg,1400.0,1300.0,1600.0,3,165.83333333333334,300.0
CA,bloomington,1215.0,924.5,1635.0,39,400.1839926402944,710.5
CA,blue canyon,800.0,800.0,800.0,1,18.75,0.0
CA,blue jay,1383.5,877.5,1857.25,4,412.13260423786744,979.75
CA,blue lake,1650.0,1650.0,1650.0,1,300.0,0.0
CA,blythe,1407.0,1124.0,1872.5,64,163.2234432234432,748.5
CA,bodega bay,2160.0,1750.0,2492.0,5,797.1428571428571,742.0
CA,bodfish,1440.0,1266.0,1593.5,19,131.875,327.5
CA,bolinas,2000.0,2000.0,2000.0,1,1487.5,0.0
CA,bonita,2192.0,1932.0,3003.0,13,515.7504632489191,1071.0
CA,bonsall,2113.0,1615.0,3274.0,15,445.2283698477534,1659.0
CA,boonville,1500.0,1180.0,2500.0,5,566.6666666666666,1320.0
CA,boron,1264.0,952.0,2052.0,13,153.07692307692307,1100.0
CA,borrego springs,1512.0,1237.75,1784.0,42,213.75215844640306,546.25
CA,boulder creek,1152.0,800.0,1776.0,25,625.2525252525253,976.0
CA,boulevard,1176.0,1002.5,1788.0,11,347.3908695652174,785.5
CA,bradbury,5309.0,4784.5,6344.5,11,641.5929203539823,1560.0
CA,bradley,2165.5,1584.0,2455.5,22,402.45299145299145,871.5
CA,brawley,1437.0,1229.75,1703.25,28,212.60833486999815,473.5
CA,brea,1886.0,1553.5,2253.5,67,499.5834490419328,700.0
CA,brentwood,2396.5,1916.0,3081.75,194,377.9001995945929,1165.75
CA,bridgeport,1817.0,1548.0,2132.25,8,234.52988968679153,584.25
CA,bridgeville,1154.0,987.5,1306.0,4,464.87068965517244,318.5
CA,brisbane,1534.5,1236.5,1940.0,12,660.5814629345311,703.5
CA,brookdale,869.0,738.5,999.5,2,823.2722985561247,261.0
CA,browns valley,2230.0,1887.0,3214.0,17,303.7760416666667,1327.0
CA,brownsville,1664.0,1550.0,2046.0,9,288.2841328413284,496.0
CA,bucks lake,2200.0,2200.0,2200.0,1,175.9090909090909,0.0
CA,buellton,1713.0,1645.0,1841.5,8,478.22839415810347,196.5
CA,buena park,1497.0,1298.0,1770.0,85,537.6850605652759,472.0
CA,burbank,1601.0,1254.0,2313.5,116,714.421134150459,1059.5
CA,burlingame,2080.0,1675.0,3836.0,43,1227.1047227926078,2161.0
CA,burney,1074.0,982.0,1216.0,11,156.0344827586207,234.0
CA,burnt ranch,1000.0,1000.0,1600.0,3,599.0,600.0
CA,burson,2961.0,2383.5,2961.0,3,278.6220871327254,577.5
CA,butte meadows,200.0,200.0,200.0,1,2124.5,0.0
CA,butte valley,1248.0,1126.0,1829.5,7,360.24305555555554,703.5
CA,byron,5094.0,3129.5,5697.0,3,315.6952380952381,2567.5
CA,cabazon,1225.0,768.0,1708.0,13,183.982683982684,940.0
CA,calabasas,2702.0,1850.0,5028.75,86,634.3161487103528,3178.75
CA,calexico,1801.0,1277.0,2220.5,39,205.76131687242798,943.5
CA,caliente,1728.0,1326.0,2234.0,23,180.41666666666666,908.0
CA,calif city,1306.5,1186.5,1445.25,4,115.41376850365614,258.75
CA,california city,1689.0,1354.5,1909.0,122,179.96097137901126,554.5
CA,california hot springs,1500.0,1400.0,1868.0,13,163.19444444444446,468.0
CA,calimesa,1543.0,1341.75,2010.0,42,252.52332657781494,668.25
CA,calipatria,1374.0,1263.0,1485.0,2,119.08025271512113,222.0
CA,calistoga,2481.0,1354.0,4000.0,37,1099.0,2646.0
CA,callahan,960.0,960.0,960.0,1,196.875,0.0
CA,calpine,1019.0,742.0,3918.5,4,330.188679245283,3176.5
CA,camarillo,1620.5,1371.5,2080.75,156,483.31736069098986,709.25
CA,cambria,1422.0,1200.0,2258.0,29,697.2049689440994,1058.0
CA,cameron park,1958.0,1564.0,2319.0,57,327.17277486910996,755.0
CA,camino,2116.0,1553.0,2765.5,23,291.5448979591837,1212.5
CA,camp connell,2000.0,1694.0,2414.75,8,315.89684791654713,720.75
CA,camp meeker,792.0,792.0,792.0,1,625.0,0.0
CA,camp nelson,1651.0,1376.0,2386.0,8,230.25302156590578,1010.0
